Time,Entity,Entity Type,Log Source,Host Name (Server),Message
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.0: PME# supported from D0 D3hot D3cold
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.0: PME# disabled
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.1: PME# supported from D0 D3hot D3cold
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.1: PME# disabled
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.2: PME# supported from D0 D3hot D3cold
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.2: PME# disabled
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.3: PME# supported from D0 D3hot D3cold
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.3: PME# disabled
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:03.0: PCI bridge to [bus 10-14]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:03.2: PCI bridge to [bus 15-19]
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,SRAT: PXM 1 -> APIC 30 -> Node 1
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:1c.0: PCI bridge to [bus 1a-1a]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:1b:00.0: PME# supported from D0 D3hot D3cold
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:1b:00.0: PME# disabled
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:1c.2: PCI bridge to [bus 1b-1f]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:1c:00.0: PME# supported from D0 D3hot D3cold
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:1c:00.0: PME# disabled
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:1c:01.0: PME# supported from D0 D3hot D3cold
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:1c:01.0: PME# disabled
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:1b:00.0: PCI bridge to [bus 1c-1f]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:1c:00.0: PCI bridge to [bus 1d-1e]
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,SRAT: PXM 0 -> APIC 1 -> Node 0
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:1d:00.0: PCI bridge to [bus 1e-1e]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:1f:00.0: PME# supported from D3hot
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:1f:00.0: PME# disabled
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:1c:01.0: PCI bridge to [bus 1f-1f]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:20:00.0: PME# supported from D0 D3hot D3cold
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:20:00.0: PME# disabled
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:20:00.1: PME# supported from D0 D3hot D3cold
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:20:00.1: PME# disabled
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:20:00.2: PME# supported from D0 D3hot D3cold
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:20:00.2: PME# disabled
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,SRAT: PXM 0 -> APIC 3 -> Node 0
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:20:00.3: PME# supported from D0 D3hot D3cold
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:20:00.3: PME# disabled
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:1c.4: PCI bridge to [bus 20-20]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci0000:00: Requesting ACPI _OSC control (0x1d)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci0000:00: ACPI _OSC control (0x15) granted
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ACPI: PCI Root Bridge [PCI1] (domain 0000 [bus 80-fe])
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci_root PNP0A08:01: host bridge window [io  0x8000-0xffff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci_root PNP0A08:01: host bridge window [mem 0xc8000000-0xfbffbfff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci_root PNP0A08:01: host bridge window [mem 0x3c000000000-0x3ffffffffff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,PCI host bridge to bus 0000:80
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,SRAT: PXM 0 -> APIC 5 -> Node 0
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci_bus 0000:80: root bus resource [io  0x8000-0xffff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci_bus 0000:80: root bus resource [mem 0xc8000000-0xfbffbfff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci_bus 0000:80: root bus resource [mem 0x3c000000000-0x3ffffffffff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci0000:80: Requesting ACPI _OSC control (0x1d)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci0000:80: ACPI _OSC control (0x15) granted
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ACPI: PCI Interrupt Link [LNKA] (IRQs 3 4 5 6 7 9 10 *11 12 14 15)
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"ACPI: PCI Interrupt Link [LNKB] (IRQs 3 4 5 6 7 9 10 11 12 14 15) *0, disabled."
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"ACPI: PCI Interrupt Link [LNKC] (IRQs 3 4 5 6 7 9 10 11 12 14 15) *0, disabled."
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"ACPI: PCI Interrupt Link [LNKD] (IRQs 3 4 5 6 7 9 10 11 12 14 15) *0, disabled."
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"ACPI: PCI Interrupt Link [LNKE] (IRQs 3 4 5 6 7 9 10 11 12 14 15) *0, disabled."
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,SRAT: PXM 0 -> APIC 7 -> Node 0
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"ACPI: PCI Interrupt Link [LNKF] (IRQs 3 4 5 6 7 9 10 11 12 14 15) *0, disabled."
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"ACPI: PCI Interrupt Link [LNKG] (IRQs 3 4 5 6 7 9 10 11 12 14 15) *0, disabled."
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"ACPI: PCI Interrupt Link [LNKH] (IRQs 3 4 5 6 7 9 10 11 12 14 15) *0, disabled."
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"vgaarb: device added: PCI:0000:1e:00.0,decodes=io+mem,owns=io+mem,locks=none"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,vgaarb: loaded
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,vgaarb: bridge control possible 0000:1e:00.0
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,SCSI subsystem initialized
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,usbcore: registered new interface driver usbfs
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,usbcore: registered new interface driver hub
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,usbcore: registered new device driver usb
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,SRAT: PXM 0 -> APIC 9 -> Node 0
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,PCI: Using ACPI for IRQ routing
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,lo: Dropping TSO features since no CSUM feature.
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,NetLabel: Initializing
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,NetLabel:  domain hash size = 128
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,NetLabel:  protocols = UNLABELED CIPSOv4
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,NetLabel:  unlabeled traffic allowed by default
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"HPET: 8 timers in total, 5 timers will be used for per-cpu timer"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"hpet0: at MMIO 0xfed00000, IRQs 2, 8, 74, 75, 76, 77, 78, 0"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,"hpet0: 8 comparators, 64-bit 14.318180 MHz counter"
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Switching to clocksource hpet
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,SRAT: PXM 0 -> APIC 11 -> Node 0
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pnp: PnP ACPI init
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ACPI: bus type pnp registered
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pnp: PnP ACPI: found 14 devices
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,ACPI: ACPI bus type pnp unregistered
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:07: [io  0x0500-0x053f] has been reserved
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:07: [io  0x0400-0x047f] has been reserved
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:07: [io  0x0540-0x057f] has been reserved
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:07: [io  0x0600-0x061f] has been reserved
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:07: [io  0x0880-0x0883] has been reserved
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:07: [io  0x0800-0x081f] has been reserved
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,SRAT: PXM 0 -> APIC 13 -> Node 0
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:07: [mem 0xfed1c000-0xfed3ffff] could not be reserved
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:07: [mem 0xfed45000-0xfed8bfff] has been reserved
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:07: [mem 0xff000000-0xffffffff] has been reserved
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:07: [mem 0xfee00000-0xfeefffff] has been reserved
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:07: [mem 0xfed12000-0xfed1200f] has been reserved
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:07: [mem 0xfed12010-0xfed1201f] has been reserved
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:07: [mem 0xfed1b000-0xfed1bfff] has been reserved
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:08: [io  0x0cc0] has been reserved
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:08: [io  0x0cc1] has been reserved
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:0d: [mem 0xc7ffc000-0xc7ffefff] could not be reserved
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,SRAT: PXM 0 -> APIC 15 -> Node 0
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,system 00:0d: [mem 0xfbffc000-0xfbffefff] could not be reserved
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:11.0: no compatible bridge window for [mem 0xffff0000-0xffffffff pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.0: no compatible bridge window for [mem 0xfff80000-0xffffffff pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:15:00.0: no compatible bridge window for [mem 0xfff00000-0xffffffff pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:20:00.0: no compatible bridge window for [mem 0xfffc0000-0xffffffff pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:20:00.1: no compatible bridge window for [mem 0xfffc0000-0xffffffff pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:20:00.2: no compatible bridge window for [mem 0xfffc0000-0xffffffff pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:20:00.3: no compatible bridge window for [mem 0xfffc0000-0xffffffff pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:03.2: BAR 15: assigned [mem 0x90000000-0x900fffff pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:1c.4: BAR 14: assigned [mem 0x90100000-0x901fffff]
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,SRAT: PXM 1 -> APIC 17 -> Node 1
2018-05-16T11:34:25.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,Audit daemon rotating log files
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:11.0: BAR 6: assigned [mem 0x90200000-0x9020ffff pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:1f.6: BAR 0: assigned [mem 0x90210000-0x90210fff 64bit]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:1f.6: BAR 0: set to [mem 0x90210000-0x90210fff 64bit] (PCI address [0x90210000-0x90210fff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:1c.0: BAR 14: assigned [mem 0x90300000-0x904fffff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:1c.0: BAR 15: assigned [mem 0x90500000-0x906fffff 64bit pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:1c.0: BAR 13: assigned [io  0x3000-0x3fff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:01.0: PCI bridge to [bus 01-05]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:01.0: PCI bridge to [bus 01-05]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:01.0:   bridge window [io  disabled]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:01.0:   bridge window [mem disabled]
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,SRAT: PXM 1 -> APIC 19 -> Node 1
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:01.0:   bridge window [mem pref disabled]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:02.0: PCI bridge to [bus 06-0a]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:02.0: PCI bridge to [bus 06-0a]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:02.0:   bridge window [io  disabled]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:02.0:   bridge window [mem disabled]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:02.0:   bridge window [mem pref disabled]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:02.2: PCI bridge to [bus 0b-0f]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:02.2: PCI bridge to [bus 0b-0f]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:02.2:   bridge window [io  disabled]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:02.2:   bridge window [mem disabled]
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,SRAT: PXM 1 -> APIC 21 -> Node 1
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:02.2:   bridge window [mem pref disabled]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.0: BAR 6: assigned [mem 0x90e00000-0x90e7ffff pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.0: BAR 7: assigned [mem 0x38000100000-0x3800011ffff 64bit pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.0: BAR 7: set to [mem 0x38000100000-0x3800011ffff 64bit pref] (PCI address [0x38000100000-0x3800011ffff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.0: BAR 10: assigned [mem 0x38000120000-0x3800013ffff 64bit pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.0: BAR 10: set to [mem 0x38000120000-0x3800013ffff 64bit pref] (PCI address [0x38000120000-0x3800013ffff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.1: BAR 7: assigned [mem 0x38000140000-0x3800015ffff 64bit pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.1: BAR 7: set to [mem 0x38000140000-0x3800015ffff 64bit pref] (PCI address [0x38000140000-0x3800015ffff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.1: BAR 10: assigned [mem 0x38000160000-0x3800017ffff 64bit pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.1: BAR 10: set to [mem 0x38000160000-0x3800017ffff 64bit pref] (PCI address [0x38000160000-0x3800017ffff]
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,SRAT: PXM 1 -> APIC 23 -> Node 1
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.2: BAR 7: assigned [mem 0x38000180000-0x3800019ffff 64bit pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.2: BAR 7: set to [mem 0x38000180000-0x3800019ffff 64bit pref] (PCI address [0x38000180000-0x3800019ffff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.2: BAR 10: assigned [mem 0x380001a0000-0x380001bffff 64bit pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.2: BAR 10: set to [mem 0x380001a0000-0x380001bffff 64bit pref] (PCI address [0x380001a0000-0x380001bffff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.3: BAR 7: assigned [mem 0x380001c0000-0x380001dffff 64bit pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.3: BAR 7: set to [mem 0x380001c0000-0x380001dffff 64bit pref] (PCI address [0x380001c0000-0x380001dffff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.3: BAR 10: assigned [mem 0x380001e0000-0x380001fffff 64bit pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:10:00.3: BAR 10: set to [mem 0x380001e0000-0x380001fffff 64bit pref] (PCI address [0x380001e0000-0x380001fffff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:03.0: PCI bridge to [bus 10-14]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:03.0: PCI bridge to [bus 10-14]
2018-05-17T08:59:08.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,SRAT: PXM 1 -> APIC 25 -> Node 1
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:03.0:   bridge window [io  disabled]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:03.0:   bridge window [mem 0x90e00000-0x912fffff]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:03.0:   bridge window [mem 0x38000100000-0x380001fffff 64bit pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:15:00.0: BAR 6: assigned [mem 0x90000000-0x900fffff pref]
2018-05-18T10:13:06.000Z,lakala_linux_sysylog_logs,Host (Linux),Linux Syslog Logs,localhost,pci 0000:00:03.2: PCI bridge to [bus 15-19]
